name,length,theme,rationale,ideation_quality,crates_io,debian,debian_collision,homebrew,homebrew_collision,npm,crates_url,debian_search_url,homebrew_search_url,npm_url
revio,5,coined-review,Coined from review/revise,2,available,available,,available,,occupied,https://crates.io/crates/revio,https://packages.debian.org/search?keywords=revio&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revio,https://www.npmjs.com/package/revio
revir,5,coined-review,Coined from review/revise,2,available,available,,available,,occupied,https://crates.io/crates/revir,https://packages.debian.org/search?keywords=revir&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revir,https://www.npmjs.com/package/revir
revix,5,coined-review,Coined from review/revise,2,available,available,,available,,occupied,https://crates.io/crates/revix,https://packages.debian.org/search?keywords=revix&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revix,https://www.npmjs.com/package/revix
revo,4,coined-review,Coined from review/revise,2,available,available,,available,,occupied,https://crates.io/crates/revo,https://packages.debian.org/search?keywords=revo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revo,https://www.npmjs.com/package/revo
revox,5,coined-review,Coined from review/revise,2,available,available,,available,,occupied,https://crates.io/crates/revox,https://packages.debian.org/search?keywords=revox&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revox,https://www.npmjs.com/package/revox
revup,5,coined-review,Coined from review/revise,2,available,available,,available,,occupied,https://crates.io/crates/revup,https://packages.debian.org/search?keywords=revup&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revup,https://www.npmjs.com/package/revup
rivra,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,occupied,https://crates.io/crates/rivra,https://packages.debian.org/search?keywords=rivra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rivra,https://www.npmjs.com/package/rivra
rivu,4,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,occupied,https://crates.io/crates/rivu,https://packages.debian.org/search?keywords=rivu&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rivu,https://www.npmjs.com/package/rivu
scany,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,occupied,https://crates.io/crates/scany,https://packages.debian.org/search?keywords=scany&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scany,https://www.npmjs.com/package/scany
scent,5,finding,"Discovery, signal, illumination, or bringing issues to light",2,available,available,,available,,occupied,https://crates.io/crates/scent,https://packages.debian.org/search?keywords=scent&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scent,https://www.npmjs.com/package/scent
scopy,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,occupied,https://crates.io/crates/scopy,https://packages.debian.org/search?keywords=scopy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scopy,https://www.npmjs.com/package/scopy
seala,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,occupied,https://crates.io/crates/seala,https://packages.debian.org/search?keywords=seala&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=seala,https://www.npmjs.com/package/seala
shipr,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,occupied,https://crates.io/crates/shipr,https://packages.debian.org/search?keywords=shipr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=shipr,https://www.npmjs.com/package/shipr
sifi,4,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,occupied,https://crates.io/crates/sifi,https://packages.debian.org/search?keywords=sifi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifi,https://www.npmjs.com/package/sifi
sifo,4,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,occupied,https://crates.io/crates/sifo,https://packages.debian.org/search?keywords=sifo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifo,https://www.npmjs.com/package/sifo
sifra,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,occupied,https://crates.io/crates/sifra,https://packages.debian.org/search?keywords=sifra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifra,https://www.npmjs.com/package/sifra
signs,5,diagnosis,"Diagnosis, observability, or health-check metaphor",2,available,available,,available,,occupied,https://crates.io/crates/signs,https://packages.debian.org/search?keywords=signs&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=signs,https://www.npmjs.com/package/signs
smita,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,occupied,https://crates.io/crates/smita,https://packages.debian.org/search?keywords=smita&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=smita,https://www.npmjs.com/package/smita
spek,4,coined-inspection,Coined from inspect/spec/scope,2,available,occupied,binary bookworm; binary sid; binary trixie; source archive,occupied,formula,occupied,https://crates.io/crates/spek,https://packages.debian.org/search?keywords=spek&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=spek,https://www.npmjs.com/package/spek
spexy,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,occupied,https://crates.io/crates/spexy,https://packages.debian.org/search?keywords=spexy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=spexy,https://www.npmjs.com/package/spexy
teak,4,material,"Materials, structure, and durable workmanship",2,available,available,,available,,occupied,https://crates.io/crates/teak,https://packages.debian.org/search?keywords=teak&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=teak,https://www.npmjs.com/package/teak
testa,5,coined-checking,Coined from check/test/assay,2,available,available,,available,,occupied,https://crates.io/crates/testa,https://packages.debian.org/search?keywords=testa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=testa,https://www.npmjs.com/package/testa
testi,5,coined-checking,Coined from check/test/assay,2,available,available,,available,,occupied,https://crates.io/crates/testi,https://packages.debian.org/search?keywords=testi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=testi,https://www.npmjs.com/package/testi
traci,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,occupied,https://crates.io/crates/traci,https://packages.debian.org/search?keywords=traci&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=traci,https://www.npmjs.com/package/traci
tracr,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,occupied,https://crates.io/crates/tracr,https://packages.debian.org/search?keywords=tracr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tracr,https://www.npmjs.com/package/tracr
tryio,5,coined-checking,Coined from check/test/assay,2,available,available,,available,,occupied,https://crates.io/crates/tryio,https://packages.debian.org/search?keywords=tryio&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tryio,https://www.npmjs.com/package/tryio
verix,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,occupied,https://crates.io/crates/verix,https://packages.debian.org/search?keywords=verix&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=verix,https://www.npmjs.com/package/verix
vetra,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,occupied,https://crates.io/crates/vetra,https://packages.debian.org/search?keywords=vetra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vetra,https://www.npmjs.com/package/vetra
vetro,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,occupied,https://crates.io/crates/vetro,https://packages.debian.org/search?keywords=vetro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vetro,https://www.npmjs.com/package/vetro
vety,4,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,occupied,https://crates.io/crates/vety,https://packages.debian.org/search?keywords=vety&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vety,https://www.npmjs.com/package/vety
veyra,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,occupied,https://crates.io/crates/veyra,https://packages.debian.org/search?keywords=veyra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=veyra,https://www.npmjs.com/package/veyra
viewr,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,occupied,https://crates.io/crates/viewr,https://packages.debian.org/search?keywords=viewr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=viewr,https://www.npmjs.com/package/viewr
visto,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,occupied,https://crates.io/crates/visto,https://packages.debian.org/search?keywords=visto&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=visto,https://www.npmjs.com/package/visto
vital,5,diagnosis,"Diagnosis, observability, or health-check metaphor",2,available,available,,available,,occupied,https://crates.io/crates/vital,https://packages.debian.org/search?keywords=vital&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vital,https://www.npmjs.com/package/vital
vota,4,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,occupied,https://crates.io/crates/vota,https://packages.debian.org/search?keywords=vota&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vota,https://www.npmjs.com/package/vota
voto,4,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,occupied,https://crates.io/crates/voto,https://packages.debian.org/search?keywords=voto&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=voto,https://www.npmjs.com/package/voto
vuera,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,occupied,https://crates.io/crates/vuera,https://packages.debian.org/search?keywords=vuera&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vuera,https://www.npmjs.com/package/vuera
vuero,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,occupied,https://crates.io/crates/vuero,https://packages.debian.org/search?keywords=vuero&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vuero,https://www.npmjs.com/package/vuero
vyro,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,occupied,https://crates.io/crates/vyro,https://packages.debian.org/search?keywords=vyro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vyro,https://www.npmjs.com/package/vyro
vyu,3,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,occupied,https://crates.io/crates/vyu,https://packages.debian.org/search?keywords=vyu&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vyu,https://www.npmjs.com/package/vyu
